id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,6464,3,84,89,90,73.828125,108.984375,1.0418660640716553,0.9898321032524109,0,0,225,225
1,4955,0,0,224,22,221.484375,3.515625,1.012919306755066,0.9896041750907898,0,0,225,225
2,11683,0,23,224,87,3.515625,94.921875,1.010886311531067,0.9633687138557434,0,0,225,225
3,411,56,123,18,27,66.796875,130.078125,1.0020568370819092,0.9830917716026306,0,0,225,225
4,5871,91,59,123,58,200.390625,80.859375,1.001349925994873,0.9869668483734131,0,0,225,225
5,4950,0,203,224,21,179.296875,207.421875,0.9927293658256531,0.999596118927002,0,0,225,225
6,397,208,103,16,35,214.453125,108.984375,0.9860890507698059,0.9850373864173889,0,0,225,225
7,564,200,128,24,32,207.421875,144.140625,0.9825838804244995,0.9841827750205994,0,0,225,225
8,4939,0,180,224,44,108.984375,221.484375,0.9799413084983826,0.9947559237480164,0,0,225,225
9,4945,0,160,224,64,151.171875,221.484375,0.9779475331306458,0.9941579103469849,0,0,225,225
10,4573,19,160,205,41,144.140625,186.328125,0.9775151610374451,0.9584575891494751,0,0,225,225
11,1128,104,110,90,24,179.296875,130.078125,0.9763184785842896,0.9755030870437622,0,0,225,225
12,140,200,150,24,10,200.390625,158.203125,0.973291277885437,0.978723406791687,0,0,225,225
13,122,32,118,8,15,38.671875,123.046875,0.9669414758682251,0.9838709831237793,0,0,225,225
14,13385,91,59,133,125,200.390625,73.828125,0.9655822515487671,0.9577310681343079,0,0,225,225
15,2535,93,149,125,35,165.234375,172.265625,0.9597210884094238,0.9548584818840027,0,0,225,225
16,208,77,88,21,23,94.921875,108.984375,0.958804190158844,0.9809523820877075,0,0,225,225
17,66,193,117,9,9,200.390625,123.046875,0.9552385210990906,0.9701492786407471,0,0,225,225
18,2711,98,112,109,52,186.328125,137.109375,0.9547051191329956,0.9702467322349548,0,0,225,225
19,37,130,91,9,4,137.109375,94.921875,0.9529194235801697,0.9729729890823364,0,0,225,225
20,1243,0,149,48,53,3.515625,165.234375,0.9519556164741516,0.9670846462249756,0,0,225,225
21,1708,93,149,84,35,172.265625,172.265625,0.9494912028312683,0.9756803512573242,0,0,225,225
22,184,208,180,16,21,221.484375,200.390625,0.9490422606468201,0.9784946441650391,0,0,225,225
23,545,26,84,43,15,38.671875,87.890625,0.9484655857086182,0.9513513445854187,0,0,225,225
24,1460,0,112,50,90,17.578125,165.234375,0.9476437568664551,0.9545454382896423,0,0,225,225
25,24,93,192,2,7,94.921875,193.359375,0.9443299174308777,1.0,0,0,225,225
26,31,184,72,7,4,186.328125,73.828125,0.9440394043922424,1.0,0,0,225,225
27,789,167,159,51,25,186.328125,165.234375,0.9424586296081543,0.9601989984512329,0,0,225,225
28,301,207,75,17,29,221.484375,101.953125,0.9413084983825684,0.9517685174942017,0,0,225,225
29,48,77,163,10,12,80.859375,165.234375,0.938503086566925,1.0,0,0,225,225
30,786,114,147,68,15,165.234375,158.203125,0.9362711906433105,0.9589040875434875,0,0,225,225
31,22,192,85,4,5,193.359375,87.890625,0.93543541431427,1.0,0,0,225,225
32,456,216,24,8,52,221.484375,38.671875,0.9341394305229187,0.9634408354759216,0,0,225,225
33,60,121,148,11,7,123.046875,151.171875,0.9292140007019043,0.9833333492279053,0,0,225,225
34,212,91,110,9,30,94.921875,116.015625,0.9183281064033508,0.9812206625938416,0,0,225,225
35,51,72,101,7,9,73.828125,101.953125,0.9178223013877869,0.9803921580314636,0,0,225,225
36,59,165,81,9,8,172.265625,87.890625,0.9152960777282715,0.9666666388511658,0,0,225,225
37,598,77,88,147,50,87.890625,94.921875,0.9126549959182739,0.9686468839645386,0,0,225,225
38,19,159,65,5,3,165.234375,66.796875,0.8993823528289795,1.0,0,0,225,225
39,26,174,67,6,4,179.296875,66.796875,0.8924207091331482,0.9615384340286255,0,0,225,225
40,22,161,70,7,3,165.234375,73.828125,0.8859140276908875,0.95652174949646,0,0,225,225
